,artist,date,rank,song
40,LUKE BRYAN,2015-06-20,41 ,Kick The Dust Up
41,ECHOSMITH,2015-06-20,42 ,Bright
42,BIG SEAN featuring DRAKE,2015-06-20,43 ,Blessings
43,FLORIDA GEORGIA LINE,2015-06-20,44 ,Sippin' On Fire
44,BRITNEY SPEARS & IGGY AZALEA,2015-06-20,45 ,Pretty Girls
45,ARIANA GRANDE,2015-06-20,46 ,One Last Time
46,PITBULL & NE-YO,2015-06-20,47 ,Time Of Our Lives
47,A THOUSAND HORSES,2015-06-20,48 ,Smoke
48,MEGHAN TRAINOR,2015-06-20,49 ,All About That Bass
49,BILLY CURRINGTON,2015-06-20,50 ,Don't It
50,KID INK featuring DeJ LOAF,2015-06-20,51 ,Be Real
51,ED SHEERAN,2015-06-20,52 ,Photograph
52,PITBULL featuring CHRIS BROWN,2015-06-20,53 ,Fun
53,BANDIT GANG MARCO featuring DRO,2015-06-20,54 ,Nasty
54,FUTURE,2015-06-20,55 ,Commas
55,FALL OUT BOY,2015-06-20,56 ,Uma Thurman
56,KELSEA BALLERINI,2015-06-20,57 ,Love Me Like You Mean It
57,KENNY CHESNEY with GRACE POTTER,2015-06-20,58 ,Wild Child
58,CARRIE UNDERWOOD,2015-06-20,59 ,Little Toy Guns
59,NICKI MINAJ featuring DRAKE & LIL WAYNE,2015-06-20,60 ,Truffle Butter
60,JESSIE J,2015-06-20,61 ,Flashlight
61,A$AP ROCKY,2015-06-20,62 ,L$D
62,SAM SMITH,2015-06-20,63 ,Lay Me Down
63,CANAAN SMITH,2015-06-20,64 ,Love You Like That
64,EASTON CORBIN,2015-06-20,65 ,Baby Be My Love Song
65,"SHAGGY featuring MOHOMBI, FAYDEE, COSTI",2015-06-20,66 ,I Need Your Love
66,ZAC BROWN BAND,2015-06-20,67 ,Homegrown
67,TIM McGRAW with CATHERINE DUNN,2015-06-20,68 ,Diamond Rings And Old Barstools
68,BRANTLEY GILBERT,2015-06-20,69 ,One Hell Of An Amen
69,J. COLE,2015-06-20,70 ,Wet Dreamz
70,WALE featuring USHER,2015-06-20,71 ,The Matrimony
71,KELLY CLARKSON,2015-06-20,72 ,Heartbeat Song
72,ERIC CHURCH,2015-06-20,73 ,Like A Wrecking Ball
73,JASON ALDEAN,2015-06-20,74 ,Tonight Looks Good On You
74,RIHANNA & KANYE WEST & PAUL McCARTNEY,2015-06-20,75 ,FourFiveSeconds
75,THOMAS RHETT,2015-06-20,76 ,Crash And Burn
76,CARLY RAE JEPSEN,2015-06-20,77 ,I Really Like You
77,JIDENNA featuring ROMAN GIANARTHUR,2015-06-20,78 ,Classic Man
78,"KANYE WEST featuring THEOPHILUS LONDON, ALLAN KINGDOM & PAUL",2015-06-20,79 ,All Day
79,A$AP ROCKY featuring SCHOOLBOY Q,2015-06-20,80 ,Electric Body
80,"DJ KHALED featuring CHRIS BROWN, LIL WAYNE & BIG SEAN",2015-06-20,81 ,How Many Times
81,DRAKE,2015-06-20,82 ,Know Yourself
82,BRAD PAISLEY,2015-06-20,83 ,Crushin' It
83,NICKY JAM & ENRIQUE IGLESIAS,2015-06-20,84 ,El Perdon
84,ZEDD featuring SELENA GOMEZ,2015-06-20,85 ,I Want You To Know
85,DRAKE,2015-06-20,86 ,Energy
86,MUMFORD & SONS,2015-06-20,87 ,Believe
87,CIARA,2015-06-20,88 ,I Bet
88,SHAWN MENDES,2015-06-20,89 ,Stitches
89,ZAC BROWN BAND,2015-06-20,90 ,Loving You Easy
90,FRANKIE BALLARD,2015-06-20,91 ,Young & Crazy
91,CHRIS JANSON,2015-06-20,92 ,Buy Me A Boat
92,JAMIE FOXX featuring CHRIS BROWN,2015-06-20,93 ,You Changed Me
93,MICHAEL RAY,2015-06-20,94 ,Kiss You In The Morning
94,JEREMIH featuring J. COLE,2015-06-20,95 ,Planes
95,KEVIN GATES featuring AUGUST ALSINA,2015-06-20,96 ,I Don't Get Tired (#IDGT)
96,X AMBASSADORS,2015-06-20,97 ,Renegades
97,KENDRICK LAMAR,2015-06-20,98 ,King Kunta
98,KEITH URBAN featuring ERIC CHURCH,2015-06-20,99 ,Raise 'Em Up
99,CHEDDA DA CONNECT,2015-06-20,100,Flicka Da Wrist
0,WIZ KHALIFA featuring CHARLIE PUTH,2015-06-27,1  ,See You Again
1,TAYLOR SWIFT featuring KENDRICK LAMAR,2015-06-27,2  ,Bad Blood
2,FETTY WAP,2015-06-27,3  ,Trap Queen
3,WALK THE MOON,2015-06-27,4  ,Shut Up And Dance
4,JASON DERULO,2015-06-27,5  ,Want To Want Me
5,MARK RONSON featuring BRUNO MARS,2015-06-27,6  ,Uptown Funk!
6,THE WEEKND,2015-06-27,7  ,Earned It (Fifty Shades Of Grey)
7,DAVID GUETTA featuring NICKI MINAJ & AFROJACK,2015-06-27,8  ,Hey Mama
8,ANDY GRAMMER,2015-06-27,9  ,"Honey, I'm Good."
9,MAROON 5,2015-06-27,10 ,Sugar
10,OMI,2015-06-27,11 ,Cheerleader
11,TOVE LO,2015-06-27,12 ,Talking Body
12,T-WAYNE,2015-06-27,13 ,Nasty Freestyle
13,DJ SNAKE & ALUNAGEORGE,2015-06-27,14 ,You Know You Like It
14,SILENTO,2015-06-27,15 ,Watch Me
15,OMARION featuring CHRIS BROWN & JHENE AIKO,2015-06-27,16 ,Post To Be
16,ELLIE GOULDING,2015-06-27,17 ,Love Me Like You Do
17,FIFTH HARMONY featuring KID INK,2015-06-27,18 ,Worth It
18,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2015-06-27,19 ,Where Are U Now
19,ED SHEERAN,2015-06-27,20 ,Thinking Out Loud
20,THE WEEKND,2015-06-27,21 ,The Hills
21,MAJOR LAZER x DJ SNAKE featuring M0,2015-06-27,22 ,Lean On
22,MAROON 5,2015-06-27,23 ,This Summer's Gonna Hurt Like A MotherF****r
23,RIHANNA,2015-06-27,24 ,Bitch Better Have My Money
24,RACHEL PLATTEN,2015-06-27,25 ,Fight Song
25,MEGHAN TRAINOR,2015-06-27,26 ,Dear Future Husband
26,TREY SONGZ,2015-06-27,27 ,Slow Motion
27,NATALIE LA ROSE featuring JEREMIH,2015-06-27,28 ,Somebody
28,LITTLE BIG TOWN,2015-06-27,29 ,Girl Crush
29,RICH HOMIE QUAN,2015-06-27,30 ,Flex (Ooh Ooh Ooh)
30,TAYLOR SWIFT,2015-06-27,31 ,Style
31,FLO RIDA featuring SAGE THE GEMINI & LOOKAS,2015-06-27,32 ,G.D.F.R.
32,SIA,2015-06-27,33 ,Elastic Heart
33,GEORGE EZRA,2015-06-27,34 ,Budapest
34,SAM HUNT,2015-06-27,35 ,Take Your Time
35,NICKI MINAJ,2015-06-27,36 ,The Night Is Still Young
36,TAYLOR SWIFT,2015-06-27,37 ,Blank Space
37,TAYLOR SWIFT,2015-06-27,38 ,Shake It Off
38,BLAKE SHELTON,2015-06-27,39 ,Sangria
39,ECHOSMITH,2015-06-27,40 ,Bright
40,LUKE BRYAN,2015-06-27,41 ,Kick The Dust Up
41,ED SHEERAN,2015-06-27,42 ,Photograph
42,NICK JONAS,2015-06-27,43 ,Chains
43,FLORIDA GEORGIA LINE,2015-06-27,44 ,Sippin' On Fire
44,KID INK featuring DeJ LOAF,2015-06-27,45 ,Be Real
45,BIG SEAN featuring DRAKE,2015-06-27,46 ,Blessings
46,EMINEM,2015-06-27,47 ,Phenomenal
47,PITBULL & NE-YO,2015-06-27,48 ,Time Of Our Lives
48,BILLY CURRINGTON,2015-06-27,49 ,Don't It
49,PITBULL featuring CHRIS BROWN,2015-06-27,50 ,Fun
50,ARIANA GRANDE,2015-06-27,51 ,One Last Time
51,BRITNEY SPEARS & IGGY AZALEA,2015-06-27,52 ,Pretty Girls
52,KELSEA BALLERINI,2015-06-27,53 ,Love Me Like You Mean It
53,FALL OUT BOY,2015-06-27,54 ,Uma Thurman
54,CARRIE UNDERWOOD,2015-06-27,55 ,Little Toy Guns
55,KENNY CHESNEY with GRACE POTTER,2015-06-27,56 ,Wild Child
56,FUTURE,2015-06-27,57 ,Commas
57,HOW I BECAME THE BOMB,2015-06-27,58 ,Ulay Oh
58,A THOUSAND HORSES,2015-06-27,59 ,Smoke
59,CARLY RAE JEPSEN,2015-06-27,60 ,I Really Like You
60,CANAAN SMITH,2015-06-27,61 ,Love You Like That
61,JIDENNA featuring ROMAN GIANARTHUR,2015-06-27,62 ,Classic Man
62,EASTON CORBIN,2015-06-27,63 ,Baby Be My Love Song
63,ERIC CHURCH,2015-06-27,64 ,Like A Wrecking Ball
64,NICKI MINAJ featuring DRAKE & LIL WAYNE,2015-06-27,65 ,Truffle Butter
65,JASON ALDEAN,2015-06-27,66 ,Tonight Looks Good On You
66,THOMAS RHETT,2015-06-27,67 ,Crash And Burn
67,TIM McGRAW with CATHERINE DUNN,2015-06-27,68 ,Diamond Rings And Old Barstools
68,J. COLE,2015-06-27,69 ,Wet Dreamz
69,BRANTLEY GILBERT,2015-06-27,70 ,One Hell Of An Amen
70,"SHAGGY featuring MOHOMBI, FAYDEE, COSTI",2015-06-27,71 ,I Need Your Love
71,SAM SMITH,2015-06-27,72 ,Lay Me Down
72,WALE featuring USHER,2015-06-27,73 ,The Matrimony
73,JESSIE J,2015-06-27,74 ,Flashlight
74,ZAC BROWN BAND,2015-06-27,75 ,Loving You Easy
75,RIHANNA & KANYE WEST & PAUL McCARTNEY,2015-06-27,76 ,FourFiveSeconds
76,"DJ KHALED featuring CHRIS BROWN, LIL WAYNE & BIG SEAN",2015-06-27,77 ,How Many Times
77,SHAWN MENDES,2015-06-27,78 ,Stitches
78,BRAD PAISLEY,2015-06-27,79 ,Crushin' It
79,DRAKE,2015-06-27,80 ,Know Yourself
80,CHRIS JANSON,2015-06-27,81 ,Buy Me A Boat
81,BANDIT GANG MARCO featuring DRO,2015-06-27,82 ,Nasty
82,NICKY JAM & ENRIQUE IGLESIAS,2015-06-27,83 ,El Perdon
83,A$AP ROCKY,2015-06-27,84 ,L$D
84,SAM HUNT,2015-06-27,85 ,House Party
85,DRAKE,2015-06-27,86 ,Energy
86,MICHAEL RAY,2015-06-27,87 ,Kiss You In The Morning
87,JEREMIH featuring J. COLE,2015-06-27,88 ,Planes
88,MUMFORD & SONS,2015-06-27,89 ,Believe
89,FRANKIE BALLARD,2015-06-27,90 ,Young & Crazy
90,"KANYE WEST featuring THEOPHILUS LONDON, ALLAN KINGDOM & PAUL",2015-06-27,91 ,All Day
91,A$AP ROCKY featuring ROD STEWART & MIGUEL & MARK RONSON,2015-06-27,92 ,Everyday
92,ZEDD featuring SELENA GOMEZ,2015-06-27,93 ,I Want You To Know
93,X AMBASSADORS,2015-06-27,94 ,Renegades
94,KEVIN GATES featuring AUGUST ALSINA,2015-06-27,95 ,I Don't Get Tired (#IDGT)
95,TECH N9NE featuring 2 CHAINZ & B.O.B,2015-06-27,96 ,Hood Go Crazy
96,A$AP ROCKY featuring SCHOOLBOY Q,2015-06-27,97 ,Electric Body
97,JAMIE FOXX featuring CHRIS BROWN,2015-06-27,98 ,You Changed Me
98,DUSTIN LYNCH,2015-06-27,99 ,Hell Of A Night
99,DILLON FRANCIS & DJ SNAKE,2015-06-27,100,Get Low
0,WIZ KHALIFA featuring CHARLIE PUTH,2015-07-04,1  ,See You Again
1,TAYLOR SWIFT featuring KENDRICK LAMAR,2015-07-04,2  ,Bad Blood
2,FETTY WAP,2015-07-04,3  ,Trap Queen
3,WALK THE MOON,2015-07-04,4  ,Shut Up And Dance
4,JASON DERULO,2015-07-04,5  ,Want To Want Me
5,MARK RONSON featuring BRUNO MARS,2015-07-04,6  ,Uptown Funk!
6,OMI,2015-07-04,7  ,Cheerleader
7,THE WEEKND,2015-07-04,8  ,Earned It (Fifty Shades Of Grey)
8,DAVID GUETTA featuring NICKI MINAJ & AFROJACK,2015-07-04,9  ,Hey Mama
9,ANDY GRAMMER,2015-07-04,10 ,"Honey, I'm Good."
10,SILENTO,2015-07-04,11 ,Watch Me
11,MAROON 5,2015-07-04,12 ,Sugar
12,DJ SNAKE & ALUNAGEORGE,2015-07-04,13 ,You Know You Like It
13,TOVE LO,2015-07-04,14 ,Talking Body
14,FIFTH HARMONY featuring KID INK,2015-07-04,15 ,Worth It
15,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2015-07-04,16 ,Where Are U Now
16,OMARION featuring CHRIS BROWN & JHENE AIKO,2015-07-04,17 ,Post To Be
17,T-WAYNE,2015-07-04,18 ,Nasty Freestyle
18,RACHEL PLATTEN,2015-07-04,19 ,Fight Song
19,MAJOR LAZER x DJ SNAKE featuring M0,2015-07-04,20 ,Lean On
20,ED SHEERAN,2015-07-04,21 ,Thinking Out Loud
21,ELLIE GOULDING,2015-07-04,22 ,Love Me Like You Do
22,THE WEEKND,2015-07-04,23 ,The Hills
23,THE WEEKND,2015-07-04,24 ,Can't Feel My Face
24,MAROON 5,2015-07-04,25 ,This Summer's Gonna Hurt Like A MotherF****r
25,RIHANNA,2015-07-04,26 ,Bitch Better Have My Money
26,RICH HOMIE QUAN,2015-07-04,27 ,Flex (Ooh Ooh Ooh)
27,LITTLE BIG TOWN,2015-07-04,28 ,Girl Crush
28,TREY SONGZ,2015-07-04,29 ,Slow Motion
29,MEGHAN TRAINOR,2015-07-04,30 ,Dear Future Husband
30,NATALIE LA ROSE featuring JEREMIH,2015-07-04,31 ,Somebody
31,SIA,2015-07-04,32 ,Elastic Heart
32,SAM HUNT,2015-07-04,33 ,Take Your Time
33,TAYLOR SWIFT,2015-07-04,34 ,Style
34,NICKI MINAJ,2015-07-04,35 ,The Night Is Still Young
35,GEORGE EZRA,2015-07-04,36 ,Budapest
36,LUKE BRYAN,2015-07-04,37 ,Kick The Dust Up
37,FLO RIDA featuring SAGE THE GEMINI & LOOKAS,2015-07-04,38 ,G.D.F.R.
38,TAYLOR SWIFT,2015-07-04,39 ,Shake It Off
39,BLAKE SHELTON,2015-07-04,40 ,Sangria
40,ED SHEERAN,2015-07-04,41 ,Photograph
41,TAYLOR SWIFT,2015-07-04,42 ,Blank Space
42,ECHOSMITH,2015-07-04,43 ,Bright
43,KID INK featuring DeJ LOAF,2015-07-04,44 ,Be Real
44,KELSEA BALLERINI,2015-07-04,45 ,Love Me Like You Mean It
45,BIG SEAN featuring DRAKE,2015-07-04,46 ,Blessings
46,PITBULL featuring CHRIS BROWN,2015-07-04,47 ,Fun
47,CARRIE UNDERWOOD,2015-07-04,48 ,Little Toy Guns
48,FLORIDA GEORGIA LINE,2015-07-04,49 ,Sippin' On Fire
49,PITBULL & NE-YO,2015-07-04,50 ,Time Of Our Lives
50,FALL OUT BOY,2015-07-04,51 ,Uma Thurman
51,ARIANA GRANDE,2015-07-04,52 ,One Last Time
52,ERIC CHURCH,2015-07-04,53 ,Like A Wrecking Ball
53,NICK JONAS,2015-07-04,54 ,Chains
54,FUTURE,2015-07-04,55 ,Commas
55,JASON ALDEAN,2015-07-04,56 ,Tonight Looks Good On You
56,KENNY CHESNEY with GRACE POTTER,2015-07-04,57 ,Wild Child
57,CANAAN SMITH,2015-07-04,58 ,Love You Like That
58,CARLY RAE JEPSEN,2015-07-04,59 ,I Really Like You
59,JIDENNA featuring ROMAN GIANARTHUR,2015-07-04,60 ,Classic Man
60,THOMAS RHETT,2015-07-04,61 ,Crash And Burn
61,EASTON CORBIN,2015-07-04,62 ,Baby Be My Love Song
62,A THOUSAND HORSES,2015-07-04,63 ,Smoke
63,TIM McGRAW with CATHERINE DUNN,2015-07-04,64 ,Diamond Rings And Old Barstools
64,SAM HUNT,2015-07-04,65 ,House Party
65,BILLY CURRINGTON,2015-07-04,66 ,Don't It
66,CHRIS JANSON,2015-07-04,67 ,Buy Me A Boat
67,J. COLE,2015-07-04,68 ,Wet Dreamz
68,BRANTLEY GILBERT,2015-07-04,69 ,One Hell Of An Amen
69,BRITNEY SPEARS & IGGY AZALEA,2015-07-04,70 ,Pretty Girls
70,ZAC BROWN BAND,2015-07-04,71 ,Loving You Easy
71,WALE featuring USHER,2015-07-04,72 ,The Matrimony
72,"SHAGGY featuring MOHOMBI, FAYDEE, COSTI",2015-07-04,73 ,I Need Your Love
73,"DJ KHALED featuring CHRIS BROWN, LIL WAYNE & BIG SEAN",2015-07-04,74 ,How Many Times
74,SAM SMITH,2015-07-04,75 ,Lay Me Down
75,JESSIE J,2015-07-04,76 ,Flashlight
76,BRAD PAISLEY,2015-07-04,77 ,Crushin' It
77,JEREMIH featuring J. COLE,2015-07-04,78 ,Planes
78,SHAWN MENDES,2015-07-04,79 ,Stitches
79,DRAKE,2015-07-04,80 ,Know Yourself
80,MICHAEL RAY,2015-07-04,81 ,Kiss You In The Morning
81,TRAVI$ SCOTT featuring FUTURE & 2 CHAINZ,2015-07-04,82 ,3500
82,DRAKE,2015-07-04,83 ,Energy
83,NICKY JAM & ENRIQUE IGLESIAS,2015-07-04,84 ,El Perdon
84,FRANKIE BALLARD,2015-07-04,85 ,Young & Crazy
85,KEITH URBAN,2015-07-04,86 ,"John Cougar, John Deere, John 3:16"
86,X AMBASSADORS,2015-07-04,87 ,Renegades
87,BANDIT GANG MARCO featuring DRO,2015-07-04,88 ,Nasty
88,DUSTIN LYNCH,2015-07-04,89 ,Hell Of A Night
89,TECH N9NE featuring 2 CHAINZ & B.O.B,2015-07-04,90 ,Hood Go Crazy
90,MUMFORD & SONS,2015-07-04,91 ,Believe
91,PRINCE ROYCE featuring JENNIFER LOPEZ & PITBULL,2015-07-04,92 ,Back It Up
92,"KANYE WEST featuring THEOPHILUS LONDON, ALLAN KINGDOM & PAUL",2015-07-04,93 ,All Day
93,RAE SREMMURD,2015-07-04,94 ,This Could Be Us
94,ZEDD featuring SELENA GOMEZ,2015-07-04,95 ,I Want You To Know
95,KEVIN GATES featuring AUGUST ALSINA,2015-07-04,96 ,I Don't Get Tired (#IDGT)
96,BRETT ELDREDGE,2015-07-04,97 ,Lose My Mind
97,A$AP ROCKY,2015-07-04,98 ,L$D
98,A$AP ROCKY featuring ROD STEWART & MIGUEL & MARK RONSON,2015-07-04,99 ,Everyday
99,TWENTY ONE PILOTS,2015-07-04,100,Tear In My Heart
0,WIZ KHALIFA featuring CHARLIE PUTH,2015-07-11,1  ,See You Again
1,TAYLOR SWIFT featuring KENDRICK LAMAR,2015-07-11,2  ,Bad Blood
2,FETTY WAP,2015-07-11,3  ,Trap Queen
3,OMI,2015-07-11,4  ,Cheerleader
4,WALK THE MOON,2015-07-11,5  ,Shut Up And Dance
5,MARK RONSON featuring BRUNO MARS,2015-07-11,6  ,Uptown Funk!
6,JASON DERULO,2015-07-11,7  ,Want To Want Me
7,DAVID GUETTA featuring NICKI MINAJ & AFROJACK,2015-07-11,8  ,Hey Mama
8,ANDY GRAMMER,2015-07-11,9  ,"Honey, I'm Good."
9,THE WEEKND,2015-07-11,10 ,Earned It (Fifty Shades Of Grey)
10,SILENTO,2015-07-11,11 ,Watch Me
11,THE WEEKND,2015-07-11,12 ,Can't Feel My Face
12,RACHEL PLATTEN,2015-07-11,13 ,Fight Song
13,FIFTH HARMONY featuring KID INK,2015-07-11,14 ,Worth It
14,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2015-07-11,15 ,Where Are U Now
15,TOVE LO,2015-07-11,16 ,Talking Body
16,MAJOR LAZER x DJ SNAKE featuring M0,2015-07-11,17 ,Lean On
17,DJ SNAKE & ALUNAGEORGE,2015-07-11,18 ,You Know You Like It
18,MAROON 5,2015-07-11,19 ,Sugar
19,ED SHEERAN,2015-07-11,20 ,Thinking Out Loud
20,OMARION featuring CHRIS BROWN & JHENE AIKO,2015-07-11,21 ,Post To Be
21,THE WEEKND,2015-07-11,22 ,The Hills
22,T-WAYNE,2015-07-11,23 ,Nasty Freestyle
23,ELLIE GOULDING,2015-07-11,24 ,Love Me Like You Do
24,MAROON 5,2015-07-11,25 ,This Summer's Gonna Hurt Like A MotherF****r
25,RICH HOMIE QUAN,2015-07-11,26 ,Flex (Ooh Ooh Ooh)
26,LITTLE BIG TOWN,2015-07-11,27 ,Girl Crush
27,RIHANNA,2015-07-11,28 ,Bitch Better Have My Money
28,TREY SONGZ,2015-07-11,29 ,Slow Motion
29,SIA,2015-07-11,30 ,Elastic Heart
30,NICKI MINAJ,2015-07-11,31 ,The Night Is Still Young
31,SAM HUNT,2015-07-11,32 ,Take Your Time
32,GEORGE EZRA,2015-07-11,33 ,Budapest
33,ED SHEERAN,2015-07-11,34 ,Photograph
34,MEGHAN TRAINOR,2015-07-11,35 ,Dear Future Husband
35,LUKE BRYAN,2015-07-11,36 ,Kick The Dust Up
36,NATALIE LA ROSE featuring JEREMIH,2015-07-11,37 ,Somebody
37,TAYLOR SWIFT,2015-07-11,38 ,Style
38,BLAKE SHELTON,2015-07-11,39 ,Sangria
39,TAYLOR SWIFT,2015-07-11,40 ,Shake It Off
40,FLO RIDA featuring SAGE THE GEMINI & LOOKAS,2015-07-11,41 ,G.D.F.R.
41,TAYLOR SWIFT,2015-07-11,42 ,Blank Space
42,KID INK featuring DeJ LOAF,2015-07-11,43 ,Be Real
43,PITBULL featuring CHRIS BROWN,2015-07-11,44 ,Fun
44,ECHOSMITH,2015-07-11,45 ,Bright
45,KELSEA BALLERINI,2015-07-11,46 ,Love Me Like You Mean It
46,CARRIE UNDERWOOD,2015-07-11,47 ,Little Toy Guns
47,BIG SEAN featuring DRAKE,2015-07-11,48 ,Blessings
48,FALL OUT BOY,2015-07-11,49 ,Uma Thurman
49,JIDENNA featuring ROMAN GIANARTHUR,2015-07-11,50 ,Classic Man
50,JASON ALDEAN,2015-07-11,51 ,Tonight Looks Good On You
51,SAM HUNT,2015-07-11,52 ,House Party
52,ERIC CHURCH,2015-07-11,53 ,Like A Wrecking Ball
53,CANAAN SMITH,2015-07-11,54 ,Love You Like That
54,FUTURE,2015-07-11,55 ,Commas
55,TIM McGRAW with CATHERINE DUNN,2015-07-11,56 ,Diamond Rings And Old Barstools
56,THOMAS RHETT,2015-07-11,57 ,Crash And Burn
57,EASTON CORBIN,2015-07-11,58 ,Baby Be My Love Song
58,ARIANA GRANDE,2015-07-11,59 ,One Last Time
59,FLORIDA GEORGIA LINE,2015-07-11,60 ,Sippin' On Fire
60,J. COLE,2015-07-11,61 ,Wet Dreamz
61,CHRIS JANSON,2015-07-11,62 ,Buy Me A Boat
62,ZAC BROWN BAND,2015-07-11,63 ,Loving You Easy
63,BRANTLEY GILBERT,2015-07-11,64 ,One Hell Of An Amen
64,CARLY RAE JEPSEN,2015-07-11,65 ,I Really Like You
65,BILLY CURRINGTON,2015-07-11,66 ,Don't It
66,KENNY CHESNEY with GRACE POTTER,2015-07-11,67 ,Wild Child
67,"DJ KHALED featuring CHRIS BROWN, LIL WAYNE & BIG SEAN",2015-07-11,68 ,How Many Times
68,SHAWN MENDES,2015-07-11,69 ,Stitches
69,WALE featuring USHER,2015-07-11,70 ,The Matrimony
70,JEREMIH featuring J. COLE,2015-07-11,71 ,Planes
71,BRAD PAISLEY,2015-07-11,72 ,Crushin' It
72,ADAM LAMBERT,2015-07-11,73 ,Ghost Town
73,X AMBASSADORS,2015-07-11,74 ,Renegades
74,A THOUSAND HORSES,2015-07-11,75 ,Smoke
75,MICHAEL RAY,2015-07-11,76 ,Kiss You In The Morning
76,SAM SMITH,2015-07-11,77 ,Lay Me Down
77,"SHAGGY featuring MOHOMBI, FAYDEE, COSTI",2015-07-11,78 ,I Need Your Love
78,DRAKE,2015-07-11,79 ,Energy
79,FRANKIE BALLARD,2015-07-11,80 ,Young & Crazy
80,BRITNEY SPEARS & IGGY AZALEA,2015-07-11,81 ,Pretty Girls
81,DUSTIN LYNCH,2015-07-11,82 ,Hell Of A Night
82,NICKY JAM & ENRIQUE IGLESIAS,2015-07-11,83 ,El Perdon
83,MADONNA featuring NICKI MINAJ,2015-07-11,84 ,Bitch I'm Madonna
84,KEITH URBAN,2015-07-11,85 ,"John Cougar, John Deere, John 3:16"
85,DRAKE,2015-07-11,86 ,Know Yourself
86,CHARLIE PUTH featuring MEGHAN TRAINOR,2015-07-11,87 ,Marvin Gaye
87,JESSIE J,2015-07-11,88 ,Flashlight
88,ZEDD featuring JON BELLION,2015-07-11,89 ,Beautiful Now
89,RAE SREMMURD,2015-07-11,90 ,This Could Be Us
90,TECH N9NE featuring 2 CHAINZ & B.O.B,2015-07-11,91 ,Hood Go Crazy
91,BRETT ELDREDGE,2015-07-11,92 ,Lose My Mind
92,HILARY DUFF,2015-07-11,93 ,Sparks
93,MUMFORD & SONS,2015-07-11,94 ,Believe
94,MIGUEL,2015-07-11,95 ,Coffee
95,KEVIN GATES featuring AUGUST ALSINA,2015-07-11,96 ,I Don't Get Tired (#IDGT)
96,TWENTY ONE PILOTS,2015-07-11,97 ,Tear In My Heart
97,CHEDDA DA CONNECT,2015-07-11,98 ,Flicka Da Wrist
98,BANDIT GANG MARCO featuring DRO,2015-07-11,99 ,Nasty
99,SAGE THE GEMINI featuring NICK JONAS,2015-07-11,100,Good Thing
0,WIZ KHALIFA featuring CHARLIE PUTH,2015-07-18,1  ,See You Again
1,TAYLOR SWIFT featuring KENDRICK LAMAR,2015-07-18,2  ,Bad Blood
2,OMI,2015-07-18,3  ,Cheerleader
3,FETTY WAP,2015-07-18,4  ,Trap Queen
4,WALK THE MOON,2015-07-18,5  ,Shut Up And Dance
5,THE WEEKND,2015-07-18,6  ,Can't Feel My Face
6,SILENTO,2015-07-18,7  ,Watch Me
7,MARK RONSON featuring BRUNO MARS,2015-07-18,8  ,Uptown Funk!
8,SELENA GOMEZ featuring A$AP ROCKY,2015-07-18,9  ,Good For You
9,DAVID GUETTA featuring NICKI MINAJ & AFROJACK,2015-07-18,10 ,Hey Mama
10,ANDY GRAMMER,2015-07-18,11 ,"Honey, I'm Good."
11,JASON DERULO,2015-07-18,12 ,Want To Want Me
12,MAJOR LAZER x DJ SNAKE featuring M0,2015-07-18,13 ,Lean On
13,RACHEL PLATTEN,2015-07-18,14 ,Fight Song
14,FIFTH HARMONY featuring KID INK,2015-07-18,15 ,Worth It
15,THE WEEKND,2015-07-18,16 ,Earned It (Fifty Shades Of Grey)
16,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2015-07-18,17 ,Where Are U Now
17,MAROON 5,2015-07-18,18 ,Sugar
18,DJ SNAKE & ALUNAGEORGE,2015-07-18,19 ,You Know You Like It
19,OMARION featuring CHRIS BROWN & JHENE AIKO,2015-07-18,20 ,Post To Be
20,TOVE LO,2015-07-18,21 ,Talking Body
21,ED SHEERAN,2015-07-18,22 ,Thinking Out Loud
22,THE WEEKND,2015-07-18,23 ,The Hills
23,MAROON 5,2015-07-18,24 ,This Summer's Gonna Hurt Like A MotherF****r
24,T-WAYNE,2015-07-18,25 ,Nasty Freestyle
25,ELLIE GOULDING,2015-07-18,26 ,Love Me Like You Do
26,LITTLE BIG TOWN,2015-07-18,27 ,Girl Crush
27,RIHANNA,2015-07-18,28 ,Bitch Better Have My Money
28,RICH HOMIE QUAN,2015-07-18,29 ,Flex (Ooh Ooh Ooh)
29,ED SHEERAN,2015-07-18,30 ,Photograph
30,SIA,2015-07-18,31 ,Elastic Heart
31,TREY SONGZ,2015-07-18,32 ,Slow Motion
32,NICKI MINAJ,2015-07-18,33 ,The Night Is Still Young
33,JIDENNA featuring ROMAN GIANARTHUR,2015-07-18,34 ,Classic Man
34,SAM HUNT,2015-07-18,35 ,Take Your Time
35,GEORGE EZRA,2015-07-18,36 ,Budapest
36,LUKE BRYAN,2015-07-18,37 ,Kick The Dust Up
37,BLAKE SHELTON,2015-07-18,38 ,Sangria
38,TAYLOR SWIFT,2015-07-18,39 ,Shake It Off
39,PITBULL featuring CHRIS BROWN,2015-07-18,40 ,Fun
40,TAYLOR SWIFT,2015-07-18,41 ,Style
