,artist,date,rank,song
33,TAYLOR SWIFT,2015-05-23,34 ,Shake It Off
34,HOZIER,2015-05-23,35 ,Take Me To Church
35,RIHANNA & KANYE WEST & PAUL McCARTNEY,2015-05-23,36 ,FourFiveSeconds
36,GEORGE EZRA,2015-05-23,37 ,Budapest
37,SILENTO,2015-05-23,38 ,Watch Me
38,CHRIS BROWN & TYGA,2015-05-23,39 ,Ayo
39,ZAC BROWN BAND,2015-05-23,40 ,Homegrown
40,SAM SMITH,2015-05-23,41 ,I'm Not The Only One
41,MEGHAN TRAINOR,2015-05-23,42 ,Lips Are Movin'
42,MEGHAN TRAINOR,2015-05-23,43 ,All About That Bass
43,BLAKE SHELTON,2015-05-23,44 ,Sangria
44,FLORIDA GEORGIA LINE,2015-05-23,45 ,Sippin' On Fire
45,ZEDD featuring SELENA GOMEZ,2015-05-23,46 ,I Want You To Know
46,SIA,2015-05-23,47 ,Elastic Heart
47,BILLY CURRINGTON,2015-05-23,48 ,Don't It
48,FALL OUT BOY,2015-05-23,49 ,Centuries
49,RACHEL PLATTEN,2015-05-23,50 ,Fight Song
50,KELLY CLARKSON,2015-05-23,51 ,Heartbeat Song
51,TYLER FARR,2015-05-23,52 ,A Guy Walks Into A Bar
52,SHEPPARD,2015-05-23,53 ,Geronimo
53,DIERKS BENTLEY,2015-05-23,54 ,Say You Do
54,A THOUSAND HORSES,2015-05-23,55 ,Smoke
55,KEITH URBAN featuring ERIC CHURCH,2015-05-23,56 ,Raise 'Em Up
56,ECHOSMITH,2015-05-23,57 ,Bright
57,"KANYE WEST featuring THEOPHILUS LONDON, ALLAN KINGDOM & PAUL",2015-05-23,58 ,All Day
58,MAJOR LAZER x DJ SNAKE featuring M0,2015-05-23,59 ,Lean On
59,TORI KELLY,2015-05-23,60 ,Nobody Love
60,CIARA,2015-05-23,61 ,I Bet
61,DRAKE,2015-05-23,62 ,Know Yourself
62,OMI,2015-05-23,63 ,Cheerleader
63,FUTURE,2015-05-23,64 ,Commas
64,BANDIT GANG MARCO featuring DRO,2015-05-23,65 ,Nasty
65,RICH HOMIE QUAN,2015-05-23,66 ,Flex (Ooh Ooh Ooh)
66,DRAKE,2015-05-23,67 ,Energy
67,KID INK featuring DeJ LOAF,2015-05-23,68 ,Be Real
68,X AMBASSADORS,2015-05-23,69 ,Renegades
69,CARRIE UNDERWOOD,2015-05-23,70 ,Little Toy Guns
70,SAWYER FREDERICKS,2015-05-23,71 ,Simple Man
71,KENDRICK LAMAR,2015-05-23,72 ,King Kunta
72,KENNY CHESNEY with GRACE POTTER,2015-05-23,73 ,Wild Child
73,WALE featuring USHER,2015-05-23,74 ,The Matrimony
74,CARLY RAE JEPSEN,2015-05-23,75 ,I Really Like You
75,TIM McGRAW with CATHERINE DUNN,2015-05-23,76 ,Diamond Rings And Old Barstools
76,CANAAN SMITH,2015-05-23,77 ,Love You Like That
77,ERIC CHURCH,2015-05-23,78 ,Like A Wrecking Ball
78,MUMFORD & SONS,2015-05-23,79 ,Believe
79,KELSEA BALLERINI,2015-05-23,80 ,Love Me Like You Mean It
80,EASTON CORBIN,2015-05-23,81 ,Baby Be My Love Song
81,MARIAH CAREY,2015-05-23,82 ,Infinity
82,ERIC PASLAY,2015-05-23,83 ,She Don't Love You
83,DILLON FRANCIS & DJ SNAKE,2015-05-23,84 ,Get Low
84,NICKY JAM & ENRIQUE IGLESIAS,2015-05-23,85 ,El Perdon
85,COLE SWINDELL,2015-05-23,86 ,Ain't Worth The Whiskey
86,TWENTY ONE PILOTS,2015-05-23,87 ,Stressed Out
87,J. COLE,2015-05-23,88 ,Wet Dreamz
88,NATE RUESS,2015-05-23,89 ,Nothing Without Love
89,KEVIN GATES featuring AUGUST ALSINA,2015-05-23,90 ,I Don't Get Tired (#IDGT)
90,RIHANNA,2015-05-23,91 ,American Oxygen
91,DRAKE,2015-05-23,92 ,10 Bands
92,FALL OUT BOY,2015-05-23,93 ,Uma Thurman
93,CHEDDA DA CONNECT,2015-05-23,94 ,Flicka Da Wrist
94,DRAKE,2015-05-23,95 ,Legend
95,JASON ALDEAN,2015-05-23,96 ,Tonight Looks Good On You
96,BRANTLEY GILBERT,2015-05-23,97 ,One Hell Of An Amen
97,BRAD PAISLEY,2015-05-23,98 ,Crushin' It
98,LUKE BRYAN,2015-05-23,99 ,Games
99,NICKI MINAJ featuring BEYONCE,2015-05-23,100,Feeling Myself
0,WIZ KHALIFA featuring CHARLIE PUTH,2015-05-30,1  ,See You Again
1,FETTY WAP,2015-05-30,2  ,Trap Queen
2,THE WEEKND,2015-05-30,3  ,Earned It (Fifty Shades Of Grey)
3,MARK RONSON featuring BRUNO MARS,2015-05-30,4  ,Uptown Funk!
4,WALK THE MOON,2015-05-30,5  ,Shut Up And Dance
5,MAROON 5,2015-05-30,6  ,Sugar
6,ELLIE GOULDING,2015-05-30,7  ,Love Me Like You Do
7,JASON DERULO,2015-05-30,8  ,Want To Want Me
8,ED SHEERAN,2015-05-30,9  ,Thinking Out Loud
9,FLO RIDA featuring SAGE THE GEMINI & LOOKAS,2015-05-30,10 ,G.D.F.R.
10,T-WAYNE,2015-05-30,11 ,Nasty Freestyle
11,NATALIE LA ROSE featuring JEREMIH,2015-05-30,12 ,Somebody
12,DAVID GUETTA featuring NICKI MINAJ & AFROJACK,2015-05-30,13 ,Hey Mama
13,OMARION featuring CHRIS BROWN & JHENE AIKO,2015-05-30,14 ,Post To Be
14,TOVE LO,2015-05-30,15 ,Talking Body
15,MEGHAN TRAINOR,2015-05-30,16 ,Dear Future Husband
16,TAYLOR SWIFT,2015-05-30,17 ,Style
17,ANDY GRAMMER,2015-05-30,18 ,"Honey, I'm Good."
18,ARIANA GRANDE,2015-05-30,19 ,One Last Time
19,NICK JONAS,2015-05-30,20 ,Chains
20,FIFTH HARMONY featuring KID INK,2015-05-30,21 ,Worth It
21,DJ SNAKE & ALUNAGEORGE,2015-05-30,22 ,You Know You Like It
22,RIHANNA,2015-05-30,23 ,Bitch Better Have My Money
23,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2015-05-30,24 ,Where Are U Now
24,LITTLE BIG TOWN,2015-05-30,25 ,Girl Crush
25,TAYLOR SWIFT,2015-05-30,26 ,Blank Space
26,TREY SONGZ,2015-05-30,27 ,Slow Motion
27,SAM SMITH,2015-05-30,28 ,Lay Me Down
28,BRITNEY SPEARS & IGGY AZALEA,2015-05-30,29 ,Pretty Girls
29,SAM HUNT,2015-05-30,30 ,Take Your Time
30,PITBULL & NE-YO,2015-05-30,31 ,Time Of Our Lives
31,BIG SEAN featuring DRAKE,2015-05-30,32 ,Blessings
32,SILENTO,2015-05-30,33 ,Watch Me
33,GEORGE EZRA,2015-05-30,34 ,Budapest
34,TAYLOR SWIFT,2015-05-30,35 ,Shake It Off
35,RAE SREMMURD featuring NICKI MINAJ & YOUNG THUG,2015-05-30,36 ,Throw Sum Mo
36,NICKI MINAJ featuring DRAKE & LIL WAYNE,2015-05-30,37 ,Truffle Butter
37,HOZIER,2015-05-30,38 ,Take Me To Church
38,CHRIS BROWN & TYGA,2015-05-30,39 ,Ayo
39,FLORIDA GEORGIA LINE,2015-05-30,40 ,Sippin' On Fire
40,SIA,2015-05-30,41 ,Elastic Heart
41,SAM SMITH,2015-05-30,42 ,I'm Not The Only One
42,MEGHAN TRAINOR,2015-05-30,43 ,All About That Bass
43,BILLY CURRINGTON,2015-05-30,44 ,Don't It
44,RIHANNA & KANYE WEST & PAUL McCARTNEY,2015-05-30,45 ,FourFiveSeconds
45,BLAKE SHELTON,2015-05-30,46 ,Sangria
46,OMI,2015-05-30,47 ,Cheerleader
47,MEGHAN TRAINOR,2015-05-30,48 ,Lips Are Movin'
48,A THOUSAND HORSES,2015-05-30,49 ,Smoke
49,ECHOSMITH,2015-05-30,50 ,Bright
50,TYLER FARR,2015-05-30,51 ,A Guy Walks Into A Bar
51,MAJOR LAZER x DJ SNAKE featuring M0,2015-05-30,52 ,Lean On
52,RACHEL PLATTEN,2015-05-30,53 ,Fight Song
53,MUMFORD & SONS,2015-05-30,54 ,Believe
54,SHEPPARD,2015-05-30,55 ,Geronimo
55,KEITH URBAN featuring ERIC CHURCH,2015-05-30,56 ,Raise 'Em Up
56,ZAC BROWN BAND,2015-05-30,57 ,Homegrown
57,KELLY CLARKSON,2015-05-30,58 ,Heartbeat Song
58,"KANYE WEST featuring THEOPHILUS LONDON, ALLAN KINGDOM & PAUL",2015-05-30,59 ,All Day
59,BANDIT GANG MARCO featuring DRO,2015-05-30,60 ,Nasty
60,CIARA,2015-05-30,61 ,I Bet
61,RICH HOMIE QUAN,2015-05-30,62 ,Flex (Ooh Ooh Ooh)
62,ZEDD featuring SELENA GOMEZ,2015-05-30,63 ,I Want You To Know
63,KID INK featuring DeJ LOAF,2015-05-30,64 ,Be Real
64,FUTURE,2015-05-30,65 ,Commas
65,DIERKS BENTLEY,2015-05-30,66 ,Say You Do
66,CARLY RAE JEPSEN,2015-05-30,67 ,I Really Like You
67,DRAKE,2015-05-30,68 ,Know Yourself
68,CARRIE UNDERWOOD,2015-05-30,69 ,Little Toy Guns
69,KENNY CHESNEY with GRACE POTTER,2015-05-30,70 ,Wild Child
70,DRAKE,2015-05-30,71 ,Energy
71,CANAAN SMITH,2015-05-30,72 ,Love You Like That
72,KELSEA BALLERINI,2015-05-30,73 ,Love Me Like You Mean It
73,WALE featuring USHER,2015-05-30,74 ,The Matrimony
74,TIM McGRAW with CATHERINE DUNN,2015-05-30,75 ,Diamond Rings And Old Barstools
75,X AMBASSADORS,2015-05-30,76 ,Renegades
76,ERIC CHURCH,2015-05-30,77 ,Like A Wrecking Ball
77,MIGUEL,2015-05-30,78 ,Coffee
78,EASTON CORBIN,2015-05-30,79 ,Baby Be My Love Song
79,KENDRICK LAMAR,2015-05-30,80 ,King Kunta
80,ERIC PASLAY,2015-05-30,81 ,She Don't Love You
81,J. COLE,2015-05-30,82 ,Wet Dreamz
82,NICKY JAM & ENRIQUE IGLESIAS,2015-05-30,83 ,El Perdon
83,FALL OUT BOY,2015-05-30,84 ,Uma Thurman
84,BRANTLEY GILBERT,2015-05-30,85 ,One Hell Of An Amen
85,DILLON FRANCIS & DJ SNAKE,2015-05-30,86 ,Get Low
86,"SHAGGY featuring MOHOMBI, FAYDEE, COSTI",2015-05-30,87 ,I Need Your Love
87,JASON ALDEAN,2015-05-30,88 ,Tonight Looks Good On You
88,JIDENNA featuring ROMAN GIANARTHUR,2015-05-30,89 ,Classic Man
89,COLE SWINDELL,2015-05-30,90 ,Ain't Worth The Whiskey
90,KEVIN GATES featuring AUGUST ALSINA,2015-05-30,91 ,I Don't Get Tired (#IDGT)
91,LUKE BRYAN,2015-05-30,92 ,Games
92,NICKI MINAJ,2015-05-30,93 ,The Night Is Still Young
93,NATE RUESS,2015-05-30,94 ,Nothing Without Love
94,TORI KELLY,2015-05-30,95 ,Nobody Love
95,BRAD PAISLEY,2015-05-30,96 ,Crushin' It
96,RIHANNA,2015-05-30,97 ,American Oxygen
97,CHEDDA DA CONNECT,2015-05-30,98 ,Flicka Da Wrist
98,SAWYER FREDERICKS,2015-05-30,99 ,Shine On
99,DRAKE,2015-05-30,100,10 Bands
0,WIZ KHALIFA featuring CHARLIE PUTH,2015-06-06,1  ,See You Again
1,FETTY WAP,2015-06-06,2  ,Trap Queen
2,THE WEEKND,2015-06-06,3  ,Earned It (Fifty Shades Of Grey)
3,WALK THE MOON,2015-06-06,4  ,Shut Up And Dance
4,MARK RONSON featuring BRUNO MARS,2015-06-06,5  ,Uptown Funk!
5,JASON DERULO,2015-06-06,6  ,Want To Want Me
6,MAROON 5,2015-06-06,7  ,Sugar
7,ELLIE GOULDING,2015-06-06,8  ,Love Me Like You Do
8,T-WAYNE,2015-06-06,9  ,Nasty Freestyle
9,ED SHEERAN,2015-06-06,10 ,Thinking Out Loud
10,DAVID GUETTA featuring NICKI MINAJ & AFROJACK,2015-06-06,11 ,Hey Mama
11,ANDY GRAMMER,2015-06-06,12 ,"Honey, I'm Good."
12,TOVE LO,2015-06-06,13 ,Talking Body
13,FLO RIDA featuring SAGE THE GEMINI & LOOKAS,2015-06-06,14 ,G.D.F.R.
14,OMARION featuring CHRIS BROWN & JHENE AIKO,2015-06-06,15 ,Post To Be
15,NATALIE LA ROSE featuring JEREMIH,2015-06-06,16 ,Somebody
16,MEGHAN TRAINOR,2015-06-06,17 ,Dear Future Husband
17,DJ SNAKE & ALUNAGEORGE,2015-06-06,18 ,You Know You Like It
18,FIFTH HARMONY featuring KID INK,2015-06-06,19 ,Worth It
19,TAYLOR SWIFT,2015-06-06,20 ,Style
20,NICK JONAS,2015-06-06,21 ,Chains
21,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2015-06-06,22 ,Where Are U Now
22,LITTLE BIG TOWN,2015-06-06,23 ,Girl Crush
23,ARIANA GRANDE,2015-06-06,24 ,One Last Time
24,RIHANNA,2015-06-06,25 ,Bitch Better Have My Money
25,TREY SONGZ,2015-06-06,26 ,Slow Motion
26,SILENTO,2015-06-06,27 ,Watch Me
27,RACHEL PLATTEN,2015-06-06,28 ,Fight Song
28,TAYLOR SWIFT,2015-06-06,29 ,Blank Space
29,BRITNEY SPEARS & IGGY AZALEA,2015-06-06,30 ,Pretty Girls
30,OMI,2015-06-06,31 ,Cheerleader
31,GEORGE EZRA,2015-06-06,32 ,Budapest
32,SAM HUNT,2015-06-06,33 ,Take Your Time
33,TAYLOR SWIFT,2015-06-06,34 ,Shake It Off
34,BIG SEAN featuring DRAKE,2015-06-06,35 ,Blessings
35,MAJOR LAZER x DJ SNAKE featuring M0,2015-06-06,36 ,Lean On
36,PITBULL & NE-YO,2015-06-06,37 ,Time Of Our Lives
37,SAM SMITH,2015-06-06,38 ,Lay Me Down
38,HOZIER,2015-06-06,39 ,Take Me To Church
39,FLORIDA GEORGIA LINE,2015-06-06,40 ,Sippin' On Fire
40,BANDIT GANG MARCO featuring DRO,2015-06-06,41 ,Nasty
41,SIA,2015-06-06,42 ,Elastic Heart
42,BLAKE SHELTON,2015-06-06,43 ,Sangria
43,RAE SREMMURD featuring NICKI MINAJ & YOUNG THUG,2015-06-06,44 ,Throw Sum Mo
44,ECHOSMITH,2015-06-06,45 ,Bright
45,NICKI MINAJ featuring DRAKE & LIL WAYNE,2015-06-06,46 ,Truffle Butter
46,A THOUSAND HORSES,2015-06-06,47 ,Smoke
47,BILLY CURRINGTON,2015-06-06,48 ,Don't It
48,MEGHAN TRAINOR,2015-06-06,49 ,All About That Bass
49,SAM SMITH,2015-06-06,50 ,I'm Not The Only One
50,CHRIS BROWN & TYGA,2015-06-06,51 ,Ayo
51,TYLER FARR,2015-06-06,52 ,A Guy Walks Into A Bar
52,TAYLOR SWIFT featuring KENDRICK LAMAR,2015-06-06,53 ,Bad Blood
53,SHEPPARD,2015-06-06,54 ,Geronimo
54,"KANYE WEST featuring THEOPHILUS LONDON, ALLAN KINGDOM & PAUL",2015-06-06,55 ,All Day
55,RIHANNA & KANYE WEST & PAUL McCARTNEY,2015-06-06,56 ,FourFiveSeconds
56,CHRIS YOUNG,2015-06-06,57 ,I'm Coming Over
57,KID INK featuring DeJ LOAF,2015-06-06,58 ,Be Real
58,ZAC BROWN BAND,2015-06-06,59 ,Homegrown
59,FUTURE,2015-06-06,60 ,Commas
60,KELLY CLARKSON,2015-06-06,61 ,Heartbeat Song
61,RICH HOMIE QUAN,2015-06-06,62 ,Flex (Ooh Ooh Ooh)
62,MUMFORD & SONS,2015-06-06,63 ,Believe
63,CARRIE UNDERWOOD,2015-06-06,64 ,Little Toy Guns
64,KEITH URBAN featuring ERIC CHURCH,2015-06-06,65 ,Raise 'Em Up
65,NICKI MINAJ,2015-06-06,66 ,The Night Is Still Young
66,MAROON 5,2015-06-06,67 ,This Summer's Gonna Hurt Like A MotherF****r
67,KENNY CHESNEY with GRACE POTTER,2015-06-06,68 ,Wild Child
68,KELSEA BALLERINI,2015-06-06,69 ,Love Me Like You Mean It
69,CANAAN SMITH,2015-06-06,70 ,Love You Like That
70,CIARA,2015-06-06,71 ,I Bet
71,ZEDD featuring SELENA GOMEZ,2015-06-06,72 ,I Want You To Know
72,WALE featuring USHER,2015-06-06,73 ,The Matrimony
73,"DJ KHALED featuring CHRIS BROWN, LIL WAYNE & BIG SEAN",2015-06-06,74 ,How Many Times
74,DRAKE,2015-06-06,75 ,Know Yourself
75,CARLY RAE JEPSEN,2015-06-06,76 ,I Really Like You
76,PITBULL featuring CHRIS BROWN,2015-06-06,77 ,Fun
77,DRAKE,2015-06-06,78 ,Energy
78,ERIC CHURCH,2015-06-06,79 ,Like A Wrecking Ball
79,DIERKS BENTLEY,2015-06-06,80 ,Say You Do
80,JIDENNA featuring ROMAN GIANARTHUR,2015-06-06,81 ,Classic Man
81,TIM McGRAW with CATHERINE DUNN,2015-06-06,82 ,Diamond Rings And Old Barstools
82,KENDRICK LAMAR,2015-06-06,83 ,King Kunta
83,"SHAGGY featuring MOHOMBI, FAYDEE, COSTI",2015-06-06,84 ,I Need Your Love
84,J. COLE,2015-06-06,85 ,Wet Dreamz
85,NICKY JAM & ENRIQUE IGLESIAS,2015-06-06,86 ,El Perdon
86,NATE RUESS,2015-06-06,87 ,Nothing Without Love
87,FALL OUT BOY,2015-06-06,88 ,Uma Thurman
88,EASTON CORBIN,2015-06-06,89 ,Baby Be My Love Song
89,BRANTLEY GILBERT,2015-06-06,90 ,One Hell Of An Amen
90,ERIC PASLAY,2015-06-06,91 ,She Don't Love You
91,ED SHEERAN,2015-06-06,92 ,Photograph
92,NICK FRADIANI,2015-06-06,93 ,Beautiful Life
93,SAWYER FREDERICKS,2015-06-06,94 ,A Thousand Years
94,X AMBASSADORS,2015-06-06,95 ,Renegades
95,DILLON FRANCIS & DJ SNAKE,2015-06-06,96 ,Get Low
96,JASON ALDEAN,2015-06-06,97 ,Tonight Looks Good On You
97,LUKE BRYAN,2015-06-06,98 ,Games
98,KEVIN GATES featuring AUGUST ALSINA,2015-06-06,99 ,I Don't Get Tired (#IDGT)
99,BRAD PAISLEY,2015-06-06,100,Crushin' It
0,TAYLOR SWIFT featuring KENDRICK LAMAR,2015-06-13,1  ,Bad Blood
1,WIZ KHALIFA featuring CHARLIE PUTH,2015-06-13,2  ,See You Again
2,FETTY WAP,2015-06-13,3  ,Trap Queen
3,WALK THE MOON,2015-06-13,4  ,Shut Up And Dance
4,THE WEEKND,2015-06-13,5  ,Earned It (Fifty Shades Of Grey)
5,MARK RONSON featuring BRUNO MARS,2015-06-13,6  ,Uptown Funk!
6,JASON DERULO,2015-06-13,7  ,Want To Want Me
7,DAVID GUETTA featuring NICKI MINAJ & AFROJACK,2015-06-13,8  ,Hey Mama
8,MAROON 5,2015-06-13,9  ,Sugar
9,T-WAYNE,2015-06-13,10 ,Nasty Freestyle
10,ELLIE GOULDING,2015-06-13,11 ,Love Me Like You Do
11,ANDY GRAMMER,2015-06-13,12 ,"Honey, I'm Good."
12,TOVE LO,2015-06-13,13 ,Talking Body
13,MEGHAN TRAINOR,2015-06-13,14 ,Dear Future Husband
14,OMARION featuring CHRIS BROWN & JHENE AIKO,2015-06-13,15 ,Post To Be
15,ED SHEERAN,2015-06-13,16 ,Thinking Out Loud
16,FIFTH HARMONY featuring KID INK,2015-06-13,17 ,Worth It
17,DJ SNAKE & ALUNAGEORGE,2015-06-13,18 ,You Know You Like It
18,NATALIE LA ROSE featuring JEREMIH,2015-06-13,19 ,Somebody
19,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2015-06-13,20 ,Where Are U Now
20,FLO RIDA featuring SAGE THE GEMINI & LOOKAS,2015-06-13,21 ,G.D.F.R.
21,LITTLE BIG TOWN,2015-06-13,22 ,Girl Crush
22,TAYLOR SWIFT,2015-06-13,23 ,Style
23,RIHANNA,2015-06-13,24 ,Bitch Better Have My Money
24,SILENTO,2015-06-13,25 ,Watch Me
25,LUKE BRYAN,2015-06-13,26 ,Kick The Dust Up
26,OMI,2015-06-13,27 ,Cheerleader
27,NICK JONAS,2015-06-13,28 ,Chains
28,TREY SONGZ,2015-06-13,29 ,Slow Motion
29,RACHEL PLATTEN,2015-06-13,30 ,Fight Song
30,MAROON 5,2015-06-13,31 ,This Summer's Gonna Hurt Like A MotherF****r
31,TAYLOR SWIFT,2015-06-13,32 ,Blank Space
32,MAJOR LAZER x DJ SNAKE featuring M0,2015-06-13,33 ,Lean On
33,TAYLOR SWIFT,2015-06-13,34 ,Shake It Off
34,GEORGE EZRA,2015-06-13,35 ,Budapest
35,SIA,2015-06-13,36 ,Elastic Heart
36,SAWYER FREDERICKS,2015-06-13,37 ,Please
37,BRITNEY SPEARS & IGGY AZALEA,2015-06-13,38 ,Pretty Girls
38,NICKI MINAJ featuring BEYONCE,2015-06-13,39 ,Feeling Myself
39,ARIANA GRANDE,2015-06-13,40 ,One Last Time
40,SAM HUNT,2015-06-13,41 ,Take Your Time
41,BANDIT GANG MARCO featuring DRO,2015-06-13,42 ,Nasty
42,BLAKE SHELTON,2015-06-13,43 ,Sangria
43,RICH HOMIE QUAN,2015-06-13,44 ,Flex (Ooh Ooh Ooh)
44,BIG SEAN featuring DRAKE,2015-06-13,45 ,Blessings
45,PITBULL & NE-YO,2015-06-13,46 ,Time Of Our Lives
46,MEGHAN TRAINOR,2015-06-13,47 ,All About That Bass
47,HOZIER,2015-06-13,48 ,Take Me To Church
48,FLORIDA GEORGIA LINE,2015-06-13,49 ,Sippin' On Fire
49,ECHOSMITH,2015-06-13,50 ,Bright
50,NICKI MINAJ,2015-06-13,51 ,The Night Is Still Young
51,BILLY CURRINGTON,2015-06-13,52 ,Don't It
52,A THOUSAND HORSES,2015-06-13,53 ,Smoke
53,PITBULL featuring CHRIS BROWN,2015-06-13,54 ,Fun
54,NICKI MINAJ featuring DRAKE & LIL WAYNE,2015-06-13,55 ,Truffle Butter
55,SAM SMITH,2015-06-13,56 ,Lay Me Down
56,KID INK featuring DeJ LOAF,2015-06-13,57 ,Be Real
57,ED SHEERAN,2015-06-13,58 ,Photograph
58,CHRIS BROWN & TYGA,2015-06-13,59 ,Ayo
59,"KANYE WEST featuring THEOPHILUS LONDON, ALLAN KINGDOM & PAUL",2015-06-13,60 ,All Day
60,FUTURE,2015-06-13,61 ,Commas
61,KELSEA BALLERINI,2015-06-13,62 ,Love Me Like You Mean It
62,SAWYER FREDERICKS,2015-06-13,63 ,Old Man
63,KENNY CHESNEY with GRACE POTTER,2015-06-13,64 ,Wild Child
64,CARRIE UNDERWOOD,2015-06-13,65 ,Little Toy Guns
65,RIHANNA & KANYE WEST & PAUL McCARTNEY,2015-06-13,66 ,FourFiveSeconds
66,ZAC BROWN BAND,2015-06-13,67 ,Homegrown
67,JESSIE J,2015-06-13,68 ,Flashlight
68,ZEDD featuring SELENA GOMEZ,2015-06-13,69 ,I Want You To Know
69,FALL OUT BOY,2015-06-13,70 ,Uma Thurman
70,KELLY CLARKSON,2015-06-13,71 ,Heartbeat Song
71,CANAAN SMITH,2015-06-13,72 ,Love You Like That
72,"SHAGGY featuring MOHOMBI, FAYDEE, COSTI",2015-06-13,73 ,I Need Your Love
73,JIDENNA featuring ROMAN GIANARTHUR,2015-06-13,74 ,Classic Man
74,ERIC CHURCH,2015-06-13,75 ,Like A Wrecking Ball
75,J. COLE,2015-06-13,76 ,Wet Dreamz
76,BRANTLEY GILBERT,2015-06-13,77 ,One Hell Of An Amen
77,WALE featuring USHER,2015-06-13,78 ,The Matrimony
78,DRAKE,2015-06-13,79 ,Know Yourself
79,CARLY RAE JEPSEN,2015-06-13,80 ,I Really Like You
80,EASTON CORBIN,2015-06-13,81 ,Baby Be My Love Song
81,DRAKE,2015-06-13,82 ,Energy
82,MUMFORD & SONS,2015-06-13,83 ,Believe
83,KEITH URBAN featuring ERIC CHURCH,2015-06-13,84 ,Raise 'Em Up
84,TIM McGRAW with CATHERINE DUNN,2015-06-13,85 ,Diamond Rings And Old Barstools
85,CIARA,2015-06-13,86 ,I Bet
86,NICKY JAM & ENRIQUE IGLESIAS,2015-06-13,87 ,El Perdon
87,ZEDD featuring JON BELLION,2015-06-13,88 ,Beautiful Now
88,"DJ KHALED featuring CHRIS BROWN, LIL WAYNE & BIG SEAN",2015-06-13,89 ,How Many Times
89,KENDRICK LAMAR,2015-06-13,90 ,King Kunta
90,THOMAS RHETT,2015-06-13,91 ,Crash And Burn
91,MEGHAN LINSEY,2015-06-13,92 ,Change My Mind
92,ERIC PASLAY,2015-06-13,93 ,She Don't Love You
93,JASON ALDEAN,2015-06-13,94 ,Tonight Looks Good On You
94,DILLON FRANCIS & DJ SNAKE,2015-06-13,95 ,Get Low
95,BRAD PAISLEY,2015-06-13,96 ,Crushin' It
96,TWENTY ONE PILOTS,2015-06-13,97 ,Stressed Out
97,X AMBASSADORS,2015-06-13,98 ,Renegades
98,LUKE BRYAN,2015-06-13,99 ,Games
99,KEVIN GATES featuring AUGUST ALSINA,2015-06-13,100,I Don't Get Tired (#IDGT)
0,WIZ KHALIFA featuring CHARLIE PUTH,2015-06-20,1  ,See You Again
1,TAYLOR SWIFT featuring KENDRICK LAMAR,2015-06-20,2  ,Bad Blood
2,FETTY WAP,2015-06-20,3  ,Trap Queen
3,WALK THE MOON,2015-06-20,4  ,Shut Up And Dance
4,MARK RONSON featuring BRUNO MARS,2015-06-20,5  ,Uptown Funk!
5,THE WEEKND,2015-06-20,6  ,Earned It (Fifty Shades Of Grey)
6,JASON DERULO,2015-06-20,7  ,Want To Want Me
7,DAVID GUETTA featuring NICKI MINAJ & AFROJACK,2015-06-20,8  ,Hey Mama
8,MAROON 5,2015-06-20,9  ,Sugar
9,T-WAYNE,2015-06-20,10 ,Nasty Freestyle
10,ANDY GRAMMER,2015-06-20,11 ,"Honey, I'm Good."
11,TOVE LO,2015-06-20,12 ,Talking Body
12,ELLIE GOULDING,2015-06-20,13 ,Love Me Like You Do
13,OMARION featuring CHRIS BROWN & JHENE AIKO,2015-06-20,14 ,Post To Be
14,DJ SNAKE & ALUNAGEORGE,2015-06-20,15 ,You Know You Like It
15,OMI,2015-06-20,16 ,Cheerleader
16,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2015-06-20,17 ,Where Are U Now
17,FIFTH HARMONY featuring KID INK,2015-06-20,18 ,Worth It
18,SILENTO,2015-06-20,19 ,Watch Me
19,THE WEEKND,2015-06-20,20 ,The Hills
20,MEGHAN TRAINOR,2015-06-20,21 ,Dear Future Husband
21,ED SHEERAN,2015-06-20,22 ,Thinking Out Loud
22,NATALIE LA ROSE featuring JEREMIH,2015-06-20,23 ,Somebody
23,MAJOR LAZER x DJ SNAKE featuring M0,2015-06-20,24 ,Lean On
24,LITTLE BIG TOWN,2015-06-20,25 ,Girl Crush
25,RIHANNA,2015-06-20,26 ,Bitch Better Have My Money
26,TAYLOR SWIFT,2015-06-20,27 ,Style
27,FLO RIDA featuring SAGE THE GEMINI & LOOKAS,2015-06-20,28 ,G.D.F.R.
28,TREY SONGZ,2015-06-20,29 ,Slow Motion
29,MAROON 5,2015-06-20,30 ,This Summer's Gonna Hurt Like A MotherF****r
30,RICH HOMIE QUAN,2015-06-20,31 ,Flex (Ooh Ooh Ooh)
31,GEORGE EZRA,2015-06-20,32 ,Budapest
32,NICK JONAS,2015-06-20,33 ,Chains
33,SIA,2015-06-20,34 ,Elastic Heart
34,TAYLOR SWIFT,2015-06-20,35 ,Blank Space
35,RACHEL PLATTEN,2015-06-20,36 ,Fight Song
36,SAM HUNT,2015-06-20,37 ,Take Your Time
37,NICKI MINAJ,2015-06-20,38 ,The Night Is Still Young
38,TAYLOR SWIFT,2015-06-20,39 ,Shake It Off
39,BLAKE SHELTON,2015-06-20,40 ,Sangria
